category_id,class,family,genus,kingdom,name,order,phylum,supercategory
6477,Magnoliopsida,Polygonaceae,Rumex,Plantae,Rumex pulcher,Caryophyllales,Magnoliophyta,Plantae
5652,Liliopsida,Poaceae,Dactylis,Plantae,Dactylis glomerata,Poales,Magnoliophyta,Plantae
8069,Polypodiopsida,Dryopteridaceae,Polystichum,Plantae,Polystichum vestitum,Polypodiales,Pteridophyta,Plantae
6262,Magnoliopsida,Brassicaceae,Hirschfeldia,Plantae,Hirschfeldia incana,Brassicales,Magnoliophyta,Plantae
6787,Magnoliopsida,Fabaceae,Securigera,Plantae,Securigera varia,Fabales,Magnoliophyta,Plantae
6984,Magnoliopsida,Rubiaceae,Richardia,Plantae,Richardia grandiflora,Gentianales,Magnoliophyta,Plantae
7456,Magnoliopsida,Oxalidaceae,Oxalis,Plantae,Oxalis debilis,Oxalidales,Magnoliophyta,Plantae
5700,Liliopsida,Poaceae,Stenotaphrum,Plantae,Stenotaphrum secundatum,Poales,Magnoliophyta,Plantae
5411,Liliopsida,Orchidaceae,Corallorhiza,Plantae,Corallorhiza maculata,Asparagales,Magnoliophyta,Plantae
7371,Magnoliopsida,Malvaceae,Hibiscus,Plantae,Hibiscus martianus,Malvales,Magnoliophyta,Plantae
4941,Lecanoromycetes,Ramalinaceae,Niebla,Fungi,Niebla combeoides,Lecanorales,Ascomycota,Fungi
5783,Magnoliopsida,Araliaceae,Pseudopanax,Plantae,Pseudopanax crassifolius,Apiales,Magnoliophyta,Plantae
6080,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio glaucophyllus,Asterales,Magnoliophyta,Plantae
7953,Pinopsida,Pinaceae,Pinus,Plantae,Pinus contorta,Pinales,Pinophyta,Plantae
5389,Liliopsida,Iridaceae,Iris,Plantae,Iris tenax,Asparagales,Magnoliophyta,Plantae
5004,Agaricomycetes,Agaricaceae,Chlorophyllum,Fungi,Chlorophyllum brunneum,Agaricales,Basidiomycota,Fungi
5672,Liliopsida,Poaceae,Microlaena,Plantae,Microlaena avenacea,Poales,Magnoliophyta,Plantae
7831,Magnoliopsida,Convolvulaceae,Calystegia,Plantae,Calystegia soldanella,Solanales,Magnoliophyta,Plantae
6140,Magnoliopsida,Asteraceae,Tragopogon,Plantae,Tragopogon porrifolius,Asterales,Magnoliophyta,Plantae
6306,Magnoliopsida,Amaranthaceae,Grayia,Plantae,Grayia spinosa,Caryophyllales,Magnoliophyta,Plantae
6521,Magnoliopsida,Cucurbitaceae,Marah,Plantae,Marah macrocarpa,Cucurbitales,Magnoliophyta,Plantae
7068,Magnoliopsida,Lamiaceae,Salvia,Plantae,Salvia texana,Lamiales,Magnoliophyta,Plantae
6670,Magnoliopsida,Fabaceae,Acacia,Plantae,Acacia constricta,Fabales,Magnoliophyta,Plantae
7873,Magnoliopsida,Solanaceae,Lycium,Plantae,Lycium carolinianum,Solanales,Magnoliophyta,Plantae
7787,Magnoliopsida,Crassulaceae,Sedum,Plantae,Sedum acre,Saxifragales,Magnoliophyta,Plantae
5859,Magnoliopsida,Asteraceae,Bidens,Plantae,Bidens aristosa,Asterales,Magnoliophyta,Plantae
5676,Liliopsida,Poaceae,Muhlenbergia,Plantae,Muhlenbergia rigens,Poales,Magnoliophyta,Plantae
5063,Agaricomycetes,Mycenaceae,Panellus,Fungi,Panellus stipticus,Agaricales,Basidiomycota,Fungi
5175,Agaricomycetes,Meruliaceae,Irpex,Fungi,Irpex lacteus,Polyporales,Basidiomycota,Fungi
6137,Magnoliopsida,Asteraceae,Thelesperma,Plantae,Thelesperma megapotamicum,Asterales,Magnoliophyta,Plantae
5603,Liliopsida,Cyperaceae,Eriophorum,Plantae,Eriophorum vaginatum,Poales,Magnoliophyta,Plantae
7615,Magnoliopsida,Rosaceae,Acaena,Plantae,Acaena anserinifolia,Rosales,Magnoliophyta,Plantae
6546,Magnoliopsida,Caprifoliaceae,Lonicera,Plantae,Lonicera sempervirens,Dipsacales,Magnoliophyta,Plantae
5375,Liliopsida,Asteliaceae,Astelia,Plantae,Astelia hastata,Asparagales,Magnoliophyta,Plantae
7905,Magnoliopsida,Vitaceae,Vitis,Plantae,Vitis girdiana,Vitales,Magnoliophyta,Plantae
7181,Magnoliopsida,Plantaginaceae,Penstemon,Plantae,Penstemon heterodoxus,Lamiales,Magnoliophyta,Plantae
7858,Magnoliopsida,Convolvulaceae,Ipomoea,Plantae,Ipomoea sagittata,Solanales,Magnoliophyta,Plantae
4963,Lecanoromycetes,Peltigeraceae,Peltigera,Fungi,Peltigera membranacea,Peltigerales,Ascomycota,Fungi
5152,Agaricomycetes,Phallaceae,Clathrus,Fungi,Clathrus columnatus,Phallales,Basidiomycota,Fungi
6797,Magnoliopsida,Fabaceae,Tamarindus,Plantae,Tamarindus indica,Fabales,Magnoliophyta,Plantae
6295,Magnoliopsida,Amaranthaceae,Atriplex,Plantae,Atriplex leucophylla,Caryophyllales,Magnoliophyta,Plantae
7484,Magnoliopsida,Proteaceae,Protea,Plantae,Protea cynaroides,Proteales,Magnoliophyta,Plantae
8030,Polypodiopsida,Blechnaceae,Blechnum,Plantae,Blechnum colensoi,Polypodiales,Pteridophyta,Plantae
5868,Magnoliopsida,Asteraceae,Bradburia,Plantae,Bradburia pilosa,Asterales,Magnoliophyta,Plantae
5886,Magnoliopsida,Asteraceae,Chaenactis,Plantae,Chaenactis douglasii,Asterales,Magnoliophyta,Plantae
5171,Agaricomycetes,Meripilaceae,Meripilus,Fungi,Meripilus sumstinei,Polyporales,Basidiomycota,Fungi
8050,Polypodiopsida,Dennstaedtiaceae,Pteridium,Plantae,Pteridium esculentum,Polypodiales,Pteridophyta,Plantae
7306,Magnoliopsida,Hypericaceae,Hypericum,Plantae,Hypericum anagalloides,Malpighiales,Magnoliophyta,Plantae
6363,Magnoliopsida,Cactaceae,Opuntia,Plantae,Opuntia engelmannii,Caryophyllales,Magnoliophyta,Plantae
7290,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia oblongata,Malpighiales,Magnoliophyta,Plantae
5928,Magnoliopsida,Asteraceae,Emilia,Plantae,Emilia fosbergii,Asterales,Magnoliophyta,Plantae
7435,Magnoliopsida,Onagraceae,Epilobium,Plantae,Epilobium melanocaulon,Myrtales,Magnoliophyta,Plantae
7385,Magnoliopsida,Malvaceae,Plagianthus,Plantae,Plagianthus divaricatus,Malvales,Magnoliophyta,Plantae
8059,Polypodiopsida,Dryopteridaceae,Dryopteris,Plantae,Dryopteris marginalis,Polypodiales,Pteridophyta,Plantae
6075,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio aronicoides,Asterales,Magnoliophyta,Plantae
5244,Equisetopsida,Equisetaceae,Equisetum,Plantae,Equisetum telmateia,Equisetales,Equisetophyta,Plantae
7956,Pinopsida,Pinaceae,Pinus,Plantae,Pinus flexilis,Pinales,Pinophyta,Plantae
7821,Magnoliopsida,Saxifragaceae,Saxifraga,Plantae,Saxifraga aizoides,Saxifragales,Magnoliophyta,Plantae
6175,Magnoliopsida,Campanulaceae,Lobelia,Plantae,Lobelia angulata,Asterales,Magnoliophyta,Plantae
8055,Polypodiopsida,Dryopteridaceae,Dryopteris,Plantae,Dryopteris expansa,Polypodiales,Pteridophyta,Plantae
5432,Liliopsida,Orchidaceae,Gastrodia,Plantae,Gastrodia cunninghamii,Asparagales,Magnoliophyta,Plantae
7582,Magnoliopsida,Cannabaceae,Celtis,Plantae,Celtis occidentalis,Rosales,Magnoliophyta,Plantae
7828,Magnoliopsida,Convolvulaceae,Calystegia,Plantae,Calystegia purpurata,Solanales,Magnoliophyta,Plantae
7801,Magnoliopsida,Grossulariaceae,Ribes,Plantae,Ribes montigenum,Saxifragales,Magnoliophyta,Plantae
5725,Magnoliopsida,Apiaceae,Bowlesia,Plantae,Bowlesia incana,Apiales,Magnoliophyta,Plantae
6457,Magnoliopsida,Polygonaceae,Eriogonum,Plantae,Eriogonum longifolium,Caryophyllales,Magnoliophyta,Plantae
5934,Magnoliopsida,Asteraceae,Ericameria,Plantae,Ericameria ericoides,Asterales,Magnoliophyta,Plantae
6383,Magnoliopsida,Caryophyllaceae,Dianthus,Plantae,Dianthus carthusianorum,Caryophyllales,Magnoliophyta,Plantae
5393,Liliopsida,Iridaceae,Moraea,Plantae,Moraea sisyrinchium,Asparagales,Magnoliophyta,Plantae
5823,Magnoliopsida,Asteraceae,Anaphalioides,Plantae,Anaphalioides trinervis,Asterales,Magnoliophyta,Plantae
5656,Liliopsida,Poaceae,Dichanthelium,Plantae,Dichanthelium clandestinum,Poales,Magnoliophyta,Plantae
5708,Liliopsida,Heliconiaceae,Heliconia,Plantae,Heliconia latispatha,Zingiberales,Magnoliophyta,Plantae
5478,Liliopsida,Orchidaceae,Spathoglottis,Plantae,Spathoglottis plicata,Asparagales,Magnoliophyta,Plantae
5423,Liliopsida,Orchidaceae,Dactylorhiza,Plantae,Dactylorhiza maculata,Asparagales,Magnoliophyta,Plantae
5655,Liliopsida,Poaceae,Dasyochloa,Plantae,Dasyochloa pulchella,Poales,Magnoliophyta,Plantae
7721,Magnoliopsida,Urticaceae,Urtica,Plantae,Urtica ferox,Rosales,Magnoliophyta,Plantae
6500,Magnoliopsida,Cornaceae,Cornus,Plantae,Cornus suecica,Cornales,Magnoliophyta,Plantae
5666,Liliopsida,Poaceae,Lachnagrostis,Plantae,Lachnagrostis billardierei,Poales,Magnoliophyta,Plantae
6759,Magnoliopsida,Fabaceae,Macroptilium,Plantae,Macroptilium gibbosifolium,Fabales,Magnoliophyta,Plantae
7374,Magnoliopsida,Malvaceae,Hoheria,Plantae,Hoheria angustifolia,Malvales,Magnoliophyta,Plantae
7751,Magnoliopsida,Rutaceae,Thamnosma,Plantae,Thamnosma montana,Sapindales,Magnoliophyta,Plantae
7959,Pinopsida,Pinaceae,Pinus,Plantae,Pinus longaeva,Pinales,Pinophyta,Plantae
5808,Magnoliopsida,Asteraceae,Achillea,Plantae,Achillea ptarmica,Asterales,Magnoliophyta,Plantae
7311,Magnoliopsida,Hypericaceae,Hypericum,Plantae,Hypericum punctatum,Malpighiales,Magnoliophyta,Plantae
7509,Magnoliopsida,Papaveraceae,Dicentra,Plantae,Dicentra formosa,Ranunculales,Magnoliophyta,Plantae
5387,Liliopsida,Iridaceae,Iris,Plantae,Iris macrosiphon,Asparagales,Magnoliophyta,Plantae
6734,Magnoliopsida,Fabaceae,Lathyrus,Plantae,Lathyrus latifolius,Fabales,Magnoliophyta,Plantae
5403,Liliopsida,Orchidaceae,Caladenia,Plantae,Caladenia chlorostyla,Asparagales,Magnoliophyta,Plantae
5861,Magnoliopsida,Asteraceae,Bidens,Plantae,Bidens laevis,Asterales,Magnoliophyta,Plantae
5123,Agaricomycetes,Pisolithaceae,Pisolithus,Fungi,Pisolithus arrhizus,Boletales,Basidiomycota,Fungi
6349,Magnoliopsida,Cactaceae,Lophocereus,Plantae,Lophocereus schottii,Caryophyllales,Magnoliophyta,Plantae
6333,Magnoliopsida,Cactaceae,Echinocactus,Plantae,Echinocactus polycephalus,Caryophyllales,Magnoliophyta,Plantae
5953,Magnoliopsida,Asteraceae,Facelis,Plantae,Facelis retusa,Asterales,Magnoliophyta,Plantae
6621,Magnoliopsida,Polemoniaceae,Eriastrum,Plantae,Eriastrum eremicum,Ericales,Magnoliophyta,Plantae
5487,Liliopsida,Commelinaceae,Commelina,Plantae,Commelina coelestis,Commelinales,Magnoliophyta,Plantae
8013,Polypodiopsida,Aspleniaceae,Asplenium,Plantae,Asplenium lamprophyllum,Polypodiales,Pteridophyta,Plantae
7568,Magnoliopsida,Ranunculaceae,Ranunculus,Plantae,Ranunculus glaberrimus,Ranunculales,Magnoliophyta,Plantae
5407,Liliopsida,Orchidaceae,Cephalanthera,Plantae,Cephalanthera damasonium,Asparagales,Magnoliophyta,Plantae
5225,Bryopsida,Mniaceae,Rhizomnium,Plantae,Rhizomnium glabrescens,Bryales,Bryophyta,Plantae
5618,Liliopsida,Juncaceae,Juncus,Plantae,Juncus patens,Poales,Magnoliophyta,Plantae
7893,Magnoliopsida,Solanaceae,Solanum,Plantae,Solanum rostratum,Solanales,Magnoliophyta,Plantae
7609,Magnoliopsida,Rhamnaceae,Rhamnus,Plantae,Rhamnus alaternus,Rosales,Magnoliophyta,Plantae
6000,Magnoliopsida,Asteraceae,Layia,Plantae,Layia glandulosa,Asterales,Magnoliophyta,Plantae
6522,Magnoliopsida,Adoxaceae,Sambucus,Plantae,Sambucus ebulus,Dipsacales,Magnoliophyta,Plantae
7966,Pinopsida,Pinaceae,Pinus,Plantae,Pinus sabiniana,Pinales,Pinophyta,Plantae
7173,Magnoliopsida,Plantaginaceae,Mecardonia,Plantae,Mecardonia procumbens,Lamiales,Magnoliophyta,Plantae
7018,Magnoliopsida,Bignoniaceae,Tabebuia,Plantae,Tabebuia rosea,Lamiales,Magnoliophyta,Plantae
6763,Magnoliopsida,Fabaceae,Medicago,Plantae,Medicago minima,Fabales,Magnoliophyta,Plantae
6141,Magnoliopsida,Asteraceae,Tridax,Plantae,Tridax procumbens,Asterales,Magnoliophyta,Plantae
5634,Liliopsida,Poaceae,Avena,Plantae,Avena sativa,Poales,Magnoliophyta,Plantae
8119,Psilotopsida,Ophioglossaceae,Sceptridium,Plantae,Sceptridium dissectum,Ophioglossales,Pteridophyta,Plantae
6026,Magnoliopsida,Asteraceae,Olearia,Plantae,Olearia avicenniifolia,Asterales,Magnoliophyta,Plantae
7006,Magnoliopsida,Acanthaceae,Pachystachys,Plantae,Pachystachys lutea,Lamiales,Magnoliophyta,Plantae
6394,Magnoliopsida,Caryophyllaceae,Silene,Plantae,Silene dioica,Caryophyllales,Magnoliophyta,Plantae
7321,Magnoliopsida,Passifloraceae,Turnera,Plantae,Turnera ulmifolia,Malpighiales,Magnoliophyta,Plantae
7049,Magnoliopsida,Lamiaceae,Monardella,Plantae,Monardella villosa,Lamiales,Magnoliophyta,Plantae
7665,Magnoliopsida,Rosaceae,Prunus,Plantae,Prunus padus,Rosales,Magnoliophyta,Plantae
7414,Magnoliopsida,Myrtaceae,Eucalyptus,Plantae,Eucalyptus camaldulensis,Myrtales,Magnoliophyta,Plantae
6020,Magnoliopsida,Asteraceae,Monoptilon,Plantae,Monoptilon bellioides,Asterales,Magnoliophyta,Plantae
7724,Magnoliopsida,Loranthaceae,Peraxilla,Plantae,Peraxilla tetrapetala,Santalales,Magnoliophyta,Plantae
5002,Agaricomycetes,Agaricaceae,Battarrea,Fungi,Battarrea phalloides,Agaricales,Basidiomycota,Fungi
7957,Pinopsida,Pinaceae,Pinus,Plantae,Pinus halepensis,Pinales,Pinophyta,Plantae
6424,Magnoliopsida,Montiaceae,Claytonia,Plantae,Claytonia sibirica,Caryophyllales,Magnoliophyta,Plantae
5222,Bryopsida,Mniaceae,Leucolepis,Plantae,Leucolepis acanthoneura,Bryales,Bryophyta,Plantae
7019,Magnoliopsida,Bignoniaceae,Tecoma,Plantae,Tecoma stans,Lamiales,Magnoliophyta,Plantae
6745,Magnoliopsida,Fabaceae,Lupinus,Plantae,Lupinus arcticus,Fabales,Magnoliophyta,Plantae
7732,Magnoliopsida,Anacardiaceae,Pistacia,Plantae,Pistacia chinensis,Sapindales,Magnoliophyta,Plantae
6379,Magnoliopsida,Cactaceae,Thelocactus,Plantae,Thelocactus bicolor,Caryophyllales,Magnoliophyta,Plantae
5939,Magnoliopsida,Asteraceae,Erigeron,Plantae,Erigeron foliosus,Asterales,Magnoliophyta,Plantae
5008,Agaricomycetes,Agaricaceae,Lepiota,Fungi,Lepiota rubrotinctoides,Agaricales,Basidiomycota,Fungi
7442,Magnoliopsida,Onagraceae,Oenothera,Plantae,Oenothera californica,Myrtales,Magnoliophyta,Plantae
5673,Liliopsida,Poaceae,Microstegium,Plantae,Microstegium vimineum,Poales,Magnoliophyta,Plantae
7569,Magnoliopsida,Ranunculaceae,Ranunculus,Plantae,Ranunculus hispidus,Ranunculales,Magnoliophyta,Plantae
6405,Magnoliopsida,Caryophyllaceae,Stellaria,Plantae,Stellaria holostea,Caryophyllales,Magnoliophyta,Plantae
6229,Magnoliopsida,Boraginaceae,Phacelia,Plantae,Phacelia tanacetifolia,Boraginales,Magnoliophyta,Plantae
5514,Liliopsida,Liliaceae,Calochortus,Plantae,Calochortus minimus,Liliales,Magnoliophyta,Plantae
8053,Polypodiopsida,Dryopteridaceae,Dryopteris,Plantae,Dryopteris arguta,Polypodiales,Pteridophyta,Plantae
5581,Liliopsida,Cyperaceae,Carex,Plantae,Carex lacustris,Poales,Magnoliophyta,Plantae
8007,Polypodiopsida,Aspleniaceae,Asplenium,Plantae,Asplenium appendiculatum,Polypodiales,Pteridophyta,Plantae
5721,Magnoliopsida,Apiaceae,Apium,Plantae,Apium nodiflorum,Apiales,Magnoliophyta,Plantae
6142,Magnoliopsida,Asteraceae,Tripleurospermum,Plantae,Tripleurospermum inodorum,Asterales,Magnoliophyta,Plantae
7566,Magnoliopsida,Ranunculaceae,Ranunculus,Plantae,Ranunculus fascicularis,Ranunculales,Magnoliophyta,Plantae
5862,Magnoliopsida,Asteraceae,Bidens,Plantae,Bidens pilosa,Asterales,Magnoliophyta,Plantae
7228,Magnoliopsida,Verbenaceae,Glandularia,Plantae,Glandularia pumila,Lamiales,Magnoliophyta,Plantae
7083,Magnoliopsida,Lamiaceae,Teucrium,Plantae,Teucrium scorodonia,Lamiales,Magnoliophyta,Plantae
4947,Lecanoromycetes,Ramalinaceae,Ramalina,Fungi,Ramalina pollinaria,Lecanorales,Ascomycota,Fungi
7995,Polypodiopsida,Hymenophyllaceae,Hymenophyllum,Plantae,Hymenophyllum nephrophyllum,Hymenophyllales,Pteridophyta,Plantae
5226,Bryopsida,Dicranaceae,Dicranum,Plantae,Dicranum scoparium,Dicranales,Bryophyta,Plantae
6174,Magnoliopsida,Campanulaceae,Lobelia,Plantae,Lobelia anceps,Asterales,Magnoliophyta,Plantae
7950,Pinopsida,Pinaceae,Pinus,Plantae,Pinus attenuata,Pinales,Pinophyta,Plantae
7287,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia micromera,Malpighiales,Magnoliophyta,Plantae
7274,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia capitellata,Malpighiales,Magnoliophyta,Plantae
6582,Magnoliopsida,Ericaceae,Gaultheria,Plantae,Gaultheria crassa,Ericales,Magnoliophyta,Plantae
7407,Magnoliopsida,Lythraceae,Cuphea,Plantae,Cuphea aequipetala,Myrtales,Magnoliophyta,Plantae
6341,Magnoliopsida,Cactaceae,Echinocereus,Plantae,Echinocereus rigidissimus,Caryophyllales,Magnoliophyta,Plantae
4926,Lecanoromycetes,Parmeliaceae,Platismatia,Fungi,Platismatia herrei,Lecanorales,Ascomycota,Fungi
7149,Magnoliopsida,Phrymaceae,Mimulus,Plantae,Mimulus dentatus,Lamiales,Magnoliophyta,Plantae
5114,Agaricomycetes,Boletaceae,Xerocomellus,Fungi,Xerocomellus chrysenteron,Boletales,Basidiomycota,Fungi
6441,Magnoliopsida,Plumbaginaceae,Limonium,Plantae,Limonium carolinianum,Caryophyllales,Magnoliophyta,Plantae
7704,Magnoliopsida,Rosaceae,Sorbaria,Plantae,Sorbaria sorbifolia,Rosales,Magnoliophyta,Plantae
5057,Agaricomycetes,Mycenaceae,Mycena,Fungi,Mycena epipterygia,Agaricales,Basidiomycota,Fungi
5958,Magnoliopsida,Asteraceae,Gamochaeta,Plantae,Gamochaeta pensylvanica,Asterales,Magnoliophyta,Plantae
7088,Magnoliopsida,Lentibulariaceae,Utricularia,Plantae,Utricularia gibba,Lamiales,Magnoliophyta,Plantae
7783,Magnoliopsida,Crassulaceae,Echeveria,Plantae,Echeveria secunda,Saxifragales,Magnoliophyta,Plantae
6243,Magnoliopsida,Brassicaceae,Brassica,Plantae,Brassica oleracea,Brassicales,Magnoliophyta,Plantae
6852,Magnoliopsida,Fagaceae,Quercus,Plantae,Quercus laevis,Fagales,Magnoliophyta,Plantae
6076,Magnoliopsida,Asteraceae,Senecio,Plantae,Senecio bipinnatisectus,Asterales,Magnoliophyta,Plantae
7112,Magnoliopsida,Orobanchaceae,Castilleja,Plantae,Castilleja densiflora,Lamiales,Magnoliophyta,Plantae
5505,Liliopsida,Liliaceae,Calochortus,Plantae,Calochortus albus,Liliales,Magnoliophyta,Plantae
6827,Magnoliopsida,Betulaceae,Betula,Plantae,Betula nana,Fagales,Magnoliophyta,Plantae
8072,Polypodiopsida,Lindsaeaceae,Lindsaea,Plantae,Lindsaea linearis,Polypodiales,Pteridophyta,Plantae
6765,Magnoliopsida,Fabaceae,Medicago,Plantae,Medicago sativa,Fabales,Magnoliophyta,Plantae
7486,Magnoliopsida,Berberidaceae,Berberis,Plantae,Berberis aquifolium,Ranunculales,Magnoliophyta,Plantae
5830,Magnoliopsida,Asteraceae,Arctium,Plantae,Arctium minus,Asterales,Magnoliophyta,Plantae
7024,Magnoliopsida,Lamiaceae,Ajuga,Plantae,Ajuga reptans,Lamiales,Magnoliophyta,Plantae
6055,Magnoliopsida,Asteraceae,Pseudognaphalium,Plantae,Pseudognaphalium biolettii,Asterales,Magnoliophyta,Plantae
6706,Magnoliopsida,Fabaceae,Carmichaelia,Plantae,Carmichaelia australis,Fabales,Magnoliophyta,Plantae
6879,Magnoliopsida,Garryaceae,Garrya,Plantae,Garrya ovata,Garryales,Magnoliophyta,Plantae
5435,Liliopsida,Orchidaceae,Goodyera,Plantae,Goodyera pubescens,Asparagales,Magnoliophyta,Plantae
6356,Magnoliopsida,Cactaceae,Mammillaria,Plantae,Mammillaria tetrancistra,Caryophyllales,Magnoliophyta,Plantae
7059,Magnoliopsida,Lamiaceae,Salvia,Plantae,Salvia lavanduloides,Lamiales,Magnoliophyta,Plantae
8137,Florideophyceae,Champiaceae,Neogastroclonium,Plantae,Neogastroclonium subarticulatum,Rhodymeniales,Rhodophyta,Plantae
4909,Lecanoromycetes,Cladoniaceae,Cladonia,Fungi,Cladonia squamosa,Lecanorales,Ascomycota,Fungi
5560,Liliopsida,Pandanaceae,Pandanus,Plantae,Pandanus tectorius,Pandanales,Magnoliophyta,Plantae
7754,Magnoliopsida,Sapindaceae,Acer,Plantae,Acer circinatum,Sapindales,Magnoliophyta,Plantae
7518,Magnoliopsida,Papaveraceae,Pseudofumaria,Plantae,Pseudofumaria lutea,Ranunculales,Magnoliophyta,Plantae
7177,Magnoliopsida,Plantaginaceae,Penstemon,Plantae,Penstemon davidsonii,Lamiales,Magnoliophyta,Plantae
7909,Magnoliopsida,Zygophyllaceae,Fagonia,Plantae,Fagonia laevis,Zygophyllales,Magnoliophyta,Plantae
8003,Polypodiopsida,Osmundaceae,Leptopteris,Plantae,Leptopteris hymenophylloides,Osmundales,Pteridophyta,Plantae
5825,Magnoliopsida,Asteraceae,Anisocoma,Plantae,Anisocoma acaulis,Asterales,Magnoliophyta,Plantae
7887,Magnoliopsida,Solanaceae,Solanum,Plantae,Solanum hindsianum,Solanales,Magnoliophyta,Plantae
6236,Magnoliopsida,Bataceae,Batis,Plantae,Batis maritima,Brassicales,Magnoliophyta,Plantae
7103,Magnoliopsida,Orobanchaceae,Agalinis,Plantae,Agalinis heterophylla,Lamiales,Magnoliophyta,Plantae
7521,Magnoliopsida,Ranunculaceae,Aconitum,Plantae,Aconitum napellus,Ranunculales,Magnoliophyta,Plantae
7501,Magnoliopsida,Papaveraceae,Argemone,Plantae,Argemone polyanthemos,Ranunculales,Magnoliophyta,Plantae
5408,Liliopsida,Orchidaceae,Cephalanthera,Plantae,Cephalanthera longifolia,Asparagales,Magnoliophyta,Plantae
7283,Magnoliopsida,Euphorbiaceae,Euphorbia,Plantae,Euphorbia hyssopifolia,Malpighiales,Magnoliophyta,Plantae
5011,Agaricomycetes,Agaricaceae,Leucocoprinus,Fungi,Leucocoprinus cepistipes,Agaricales,Basidiomycota,Fungi
7060,Magnoliopsida,Lamiaceae,Salvia,Plantae,Salvia leucophylla,Lamiales,Magnoliophyta,Plantae
6580,Magnoliopsida,Ericaceae,Erica,Plantae,Erica lusitanica,Ericales,Magnoliophyta,Plantae
8127,Florideophyceae,Rhodomelaceae,Neorhodomela,Plantae,Neorhodomela larix,Ceramiales,Rhodophyta,Plantae
6933,Magnoliopsida,Gentianaceae,Gentiana,Plantae,Gentiana lutea,Gentianales,Magnoliophyta,Plantae
6327,Magnoliopsida,Cactaceae,Cylindropuntia,Plantae,Cylindropuntia imbricata,Caryophyllales,Magnoliophyta,Plantae
7461,Magnoliopsida,Oxalidaceae,Oxalis,Plantae,Oxalis magellanica,Oxalidales,Magnoliophyta,Plantae
6023,Magnoliopsida,Asteraceae,Nabalus,Plantae,Nabalus trifoliolatus,Asterales,Magnoliophyta,Plantae
5815,Magnoliopsida,Asteraceae,Ambrosia,Plantae,Ambrosia ambrosioides,Asterales,Magnoliophyta,Plantae
5616,Liliopsida,Juncaceae,Juncus,Plantae,Juncus bufonius,Poales,Magnoliophyta,Plantae
5891,Magnoliopsida,Asteraceae,Chrysactinia,Plantae,Chrysactinia mexicana,Asterales,Magnoliophyta,Plantae
6324,Magnoliopsida,Cactaceae,Cylindropuntia,Plantae,Cylindropuntia californica,Caryophyllales,Magnoliophyta,Plantae
5148,Agaricomycetes,Hymenochaetaceae,Phellinus,Fungi,Phellinus tremulae,Hymenochaetales,Basidiomycota,Fungi
8052,Polypodiopsida,Dryopteridaceae,Dryopteris,Plantae,Dryopteris affinis,Polypodiales,Pteridophyta,Plantae
5359,Liliopsida,Asparagaceae,Scilla,Plantae,Scilla bifolia,Asparagales,Magnoliophyta,Plantae
7299,Magnoliopsida,Euphorbiaceae,Hura,Plantae,Hura polyandra,Malpighiales,Magnoliophyta,Plantae
6281,Magnoliopsida,Resedaceae,Reseda,Plantae,Reseda lutea,Brassicales,Magnoliophyta,Plantae
7565,Magnoliopsida,Ranunculaceae,Ranunculus,Plantae,Ranunculus cymbalaria,Ranunculales,Magnoliophyta,Plantae
8077,Polypodiopsida,Polypodiaceae,Loxogramme,Plantae,Loxogramme dictyopteris,Polypodiales,Pteridophyta,Plantae
6958,Magnoliopsida,Rubiaceae,Coprosma,Plantae,Coprosma perpusilla,Gentianales,Magnoliophyta,Plantae
6802,Magnoliopsida,Fabaceae,Trifolium,Plantae,Trifolium fucatum,Fabales,Magnoliophyta,Plantae
7376,Magnoliopsida,Malvaceae,Malacothamnus,Plantae,Malacothamnus davidsonii,Malvales,Magnoliophyta,Plantae
5121,Agaricomycetes,Paxillaceae,Paxillus,Fungi,Paxillus involutus,Boletales,Basidiomycota,Fungi
6750,Magnoliopsida,Fabaceae,Lupinus,Plantae,Lupinus concinnus,Fabales,Magnoliophyta,Plantae
7351,Magnoliopsida,Violaceae,Viola,Plantae,Viola pedunculata,Malpighiales,Magnoliophyta,Plantae
5351,Liliopsida,Asparagaceae,Nolina,Plantae,Nolina microcarpa,Asparagales,Magnoliophyta,Plantae
6993,Magnoliopsida,Geraniaceae,Geranium,Plantae,Geranium pratense,Geraniales,Magnoliophyta,Plantae
7421,Magnoliopsida,Myrtaceae,Metrosideros,Plantae,Metrosideros robusta,Myrtales,Magnoliophyta,Plantae
6164,Magnoliopsida,Asteraceae,Zinnia,Plantae,Zinnia grandiflora,Asterales,Magnoliophyta,Plantae
7837,Magnoliopsida,Convolvulaceae,Convolvulus,Plantae,Convolvulus equitans,Solanales,Magnoliophyta,Plantae
6147,Magnoliopsida,Asteraceae,Venegasia,Plantae,Venegasia carpesioides,Asterales,Magnoliophyta,Plantae
7807,Magnoliopsida,Saxifragaceae,Boykinia,Plantae,Boykinia occidentalis,Saxifragales,Magnoliophyta,Plantae
6875,Magnoliopsida,Myricaceae,Comptonia,Plantae,Comptonia peregrina,Fagales,Magnoliophyta,Plantae
